hsanum,year,race_total_pop,race_black_pop,hispanic_total_pop,hispanic_pop,median_hh_income,employment_pop,employment_unemployed_pop,education_pop,education_nohs_pop
15066,2014,1248,297,1248,648,182926.0,16380,1506,21888,3076
15066,2015,33036,348,33036,3666,189232.0,16296,1347,21903,3122
15066,2016,32868,233,32868,3440,200024.0,25657,1203,21873,3217
15066,2017,32888,266,32888,3365,201947.0,16044,1034,21795,3035
15067,2014,1159,107,1159,107,195481.0,8193,685,10648,1671
15067,2015,16168,114,16168,611,137051.0,8098,610,10677,1679
15067,2016,16291,72,16291,611,175606.0,12461,555,10704,1693
15067,2017,16192,61,16192,626,165230.0,7711,432,10547,1833
15068,2014,726,117,726,145,153084.0,7260,485,9892,1003
15068,2015,14604,446,14604,302,138544.0,7108,379,10032,1169
15068,2016,14839,502,14839,290,146239.0,11681,353,10174,1130
15068,2017,14875,600,14875,295,134246.0,6979,280,10081,1036
15069,2014,1301,113,1301,669,258561.0,7422,466,10375,1600
15069,2015,15808,115,15808,1084,259504.0,7500,377,10450,1565
15069,2016,15936,130,15936,1100,267251.0,12708,465,10645,1525
15069,2017,16297,202,16297,1279,262484.0,8016,402,10777,1545
15070,2014,3974,571,3974,481,701336.0,39093,3917,57062,8846
15070,2015,83419,3376,83419,1939,664681.0,38992,3316,57003,8830
15070,2016,82789,3539,82789,1945,707625.0,66653,2629,56842,8443
15070,2017,82176,3611,82176,1967,763409.0,38788,2339,56409,7920
15071,2014,1226,97,1226,292,182510.0,10611,667,14862,2196
15071,2015,23391,85,23391,1024,236848.0,11217,711,15904,2315
15071,2016,23762,172,23762,1064,234612.0,18335,625,16118,2335
15071,2017,23484,202,23484,1071,241142.0,11466,437,16017,2148
15072,2014,1351,102,1351,79,361775.0,7398,574,10149,1518
15072,2015,14578,157,14578,197,366493.0,7296,444,10059,1551
15072,2016,14514,208,14514,200,286256.0,11709,349,10056,1639
15072,2017,14203,238,14203,154,272580.0,6718,286,9774,1637
15073,2014,1942,143,1942,201,203668.0,12385,1357,17687,3419
15073,2015,26448,29,26448,374,163380.0,12305,1289,17714,2887
15073,2016,26103,13,26103,331,237623.0,20500,1052,17630,2603
15073,2017,25924,25,25924,369,191481.0,11934,834,17696,2680
15074,2014,2971,202,2971,498,411960.0,22777,1927,30562,3828
15074,2015,45704,342,45704,2683,399777.0,22689,1619,30890,3734
15074,2016,45780,241,45780,2677,415625.0,35738,1244,31043,3855
15074,2017,45995,485,45995,2819,422424.0,22436,1364,31007,3833
15075,2014,2441,312,2441,481,402585.0,21092,1952,27778,4202
15075,2015,33499,585,33499,1579,329040.0,17526,1520,22673,3127
15075,2016,33745,579,33745,1625,328418.0,26480,1349,22899,3165
15075,2017,33789,438,33789,1701,338844.0,17515,871,23103,3024
15076,2014,11146,5709,11146,5005,850777.0,128956,13168,164999,19055
15076,2015,248546,32998,248546,20695,804774.0,124800,10663,160834,19659
15076,2016,256035,33470,256035,21040,878128.0,200801,9715,165916,20493
15076,2017,256771,33442,256771,21298,931756.0,128552,8297,167028,20444
15077,2014,2350,714,2350,302,353222.0,8574,686,14797,2075
15077,2015,21582,956,21582,353,418325.0,9103,634,15369,2144
15077,2016,20879,952,20879,350,340473.0,17067,492,14833,1999
15077,2017,20794,811,20794,346,339727.0,8562,487,14927,1999
15078,2014,1981,466,1981,274,416075.0,8843,604,13774,2162
15078,2015,19132,592,19132,241,302652.0,8789,502,13416,1868
15078,2016,19041,596,19041,237,315476.0,15386,356,13386,1685
15078,2017,18821,547,18821,250,470596.0,8432,330,13342,1572
15079,2014,8422,1890,8422,1301,985793.0,63613,5292,86090,11247
15079,2015,131019,6616,131019,2886,921197.0,62947,5566,84797,10758
15079,2016,131182,6371,131182,2961,973948.0,106484,5047,84910,10332
15079,2017,130582,6668,130582,3049,1010256.0,62572,4665,84465,9872
15080,2014,963,74,963,152,234923.0,6172,433,8559,1083
15080,2015,12179,22,12179,232,158795.0,6011,383,8503,1137
15080,2016,11885,23,11885,277,202706.0,9691,325,8419,1138
15080,2017,13746,29,13746,351,226627.0,7130,262,9675,1112
15082,2014,4142,1289,4142,1938,495213.0,65782,4714,85456,6705
15082,2015,129218,2538,129218,9072,486646.0,65751,4368,86287,6382
15082,2016,129252,2380,129252,9174,514579.0,102768,3893,86307,6438
15082,2017,130281,2364,130281,9199,518676.0,65736,3543,87430,6154
15083,2014,3509,295,3509,348,699806.0,22456,1518,30749,3932
15083,2015,46531,1153,46531,688,684660.0,22922,1381,30786,3724
15083,2016,46659,1185,46659,677,704223.0,37970,1213,30789,3550
15083,2017,46969,1253,46969,701,671384.0,24000,1261,31216,3675
15084,2014,1554,181,1554,424,309337.0,14583,1153,19786,2452
15084,2015,30388,270,30388,697,331870.0,15194,1041,20570,2479
15084,2016,30167,269,30167,766,392048.0,24524,862,20471,2561
15084,2017,30019,273,30019,790,265117.0,15228,796,20441,2395
15085,2014,3973,303,3973,1426,587372.0,29414,2296,37326,5101
15085,2015,56608,527,56608,4430,605725.0,29181,1922,37232,5014
15085,2016,57214,581,57214,4336,624522.0,45427,1456,37914,5136
15085,2017,57816,518,57816,4465,544566.0,29662,1362,38313,5352
15086,2014,1897,184,1897,154,312425.0,14058,783,18657,3862
15086,2015,29858,498,29858,1419,354466.0,14123,775,18683,4334
15086,2016,30042,593,30042,1519,363915.0,22500,794,18811,4344
15086,2017,30527,631,30527,1589,375949.0,14099,765,19012,4607
15087,2014,608,43,608,97,153409.0,2579,132,3681,530
15087,2015,5243,12,5243,62,142778.0,2634,171,3682,501
15087,2016,5023,13,5023,64,151688.0,4052,172,3469,395
15087,2017,4996,16,4996,66,151102.0,2556,142,3421,364
15088,2014,1844,107,1844,238,252436.0,7463,673,10449,1494
15088,2015,15284,82,15284,423,263954.0,7442,568,10535,1431
15088,2016,15001,32,15001,406,274201.0,12130,554,10459,1340
15088,2017,14925,25,14925,411,286980.0,7110,527,10471,1184
15089,2014,281,34,281,151,43414.0,3978,314,5664,959
15089,2015,8303,40,8303,105,40437.0,3970,323,5698,883
15089,2016,8126,100,8126,56,42329.0,6482,227,5557,757
15089,2017,8207,33,8207,83,46366.0,3998,162,5753,775
15091,2014,915,522,915,269,43918.0,17081,1855,20359,2818
15091,2015,31502,1720,31502,970,44538.0,16594,1538,20512,2753
15091,2016,31576,1391,31576,1304,45165.0,25172,1165,20879,2766
15091,2017,31593,1525,31593,1592,44381.0,16188,924,20783,2566
15093,2014,897,92,897,160,82006.0,9652,1341,14781,2974
15093,2015,22851,56,22851,413,138804.0,10377,1177,15796,2724
15093,2016,22776,36,22776,504,155571.0,18423,768,15878,2459
15093,2017,21685,58,21685,460,92126.0,9849,584,15137,2307
16001,2014,516,47,516,38,98250.0,3962,170,5488,604
16001,2015,6007,6,6007,15,47582.0,2849,70,4008,469
16001,2016,6073,5,6073,171,46348.0,4762,118,4103,571
16001,2017,5984,3,5984,218,48949.0,3039,134,3972,446
16002,2014,700,33,700,108,257630.0,5210,126,7346,456
16002,2015,10134,42,10134,155,250861.0,5146,103,7162,384
16002,2016,10140,52,10140,183,278549.0,8034,79,7136,348
16002,2017,10162,96,10162,198,278290.0,5136,69,7168,337
16003,2014,6688,832,6688,1677,1286357.0,52129,2964,48143,2150
16003,2015,93161,2308,93161,3069,1099449.0,52992,2868,48149,2100
16003,2016,94929,2159,94929,3122,1158886.0,80792,2744,49046,1943
16003,2017,95125,1813,95125,3199,1287241.0,53331,2328,49139,1638
16005,2014,1302,117,1302,158,446555.0,7901,287,10940,870
16005,2015,15620,57,15620,338,478381.0,8072,255,11123,892
16005,2016,15474,35,15474,343,498198.0,12419,253,10981,1021
16005,2017,15413,38,15413,325,513627.0,7822,198,10929,1085
16006,2014,426,45,426,61,183159.0,2691,68,3746,310
16006,2015,5192,19,5192,46,133940.0,2714,67,3758,379
16006,2016,5043,22,5043,30,140958.0,4164,76,3661,394
16006,2017,5027,34,5027,13,146984.0,2619,75,3635,370
16008,2014,1417,68,1417,50,324348.0,4599,255,6454,845
16008,2015,10142,50,10142,130,288252.0,4562,204,6473,890
16008,2016,10351,44,10351,102,289420.0,7620,183,6513,877
16008,2017,10297,36,10297,111,280745.0,4648,159,6527,1010
16009,2014,849,96,849,238,192119.0,11454,625,14688,762
16009,2015,21283,182,21283,412,223711.0,11565,559,14849,769
16009,2016,21263,272,21263,469,244949.0,17413,523,14962,691
16009,2017,21196,80,21196,544,261077.0,11834,504,14731,854
16010,2014,216,33,216,81,48571.0,1411,65,2137,229
16010,2015,2919,21,2919,115,50117.0,1365,42,2142,228
16010,2016,2789,19,2789,150,53142.0,2346,51,2064,224
16010,2017,2717,14,2717,152,53875.0,1252,27,1993,185
16011,2014,3532,669,3532,537,1092615.0,26939,1995,37804,3466
16011,2015,53963,2213,53963,1570,980387.0,27095,1677,37878,3304
16011,2016,53890,2260,53890,1501,1011525.0,43095,1598,37716,3073
16011,2017,53500,2444,53500,1598,1093846.0,27345,1560,37393,3089
16012,2014,1228,234,1228,253,514459.0,10099,221,12521,1077
16012,2015,19534,309,19534,371,541930.0,10497,294,13308,1021
16012,2016,19556,290,19556,383,563943.0,15109,224,13262,911
16012,2017,19282,301,19282,303,523225.0,10272,209,13111,914
16013,2014,327,261,327,210,53673.0,24862,1717,23180,1157
16013,2015,45400,819,45400,660,125602.0,26311,1266,24835,1121
16013,2016,45564,957,45564,895,133610.0,38177,1198,24670,1079
16013,2017,45931,1168,45931,984,140354.0,27091,1058,24980,1084
16014,2014,16576,3948,16576,3263,3947347.0,154325,7791,187198,11952
16014,2015,283661,9893,283661,7337,4042420.0,155703,7241,189835,11377
16014,2016,285872,10905,285872,7654,4101426.0,225173,6480,191865,11216
16014,2017,287537,11754,287537,8013,4167581.0,157868,5870,193705,11217
16015,2014,1143,105,1143,101,375730.0,6160,469,8914,1173
16015,2015,12650,43,12650,201,357706.0,6182,391,8927,1084
16015,2016,12603,61,12603,241,418940.0,10089,378,8877,928
16015,2017,12551,74,12551,251,416501.0,5903,359,8900,948
16017,2014,779,194,779,91,214399.0,7278,406,10032,1124
16017,2015,14575,303,14575,268,191273.0,7319,279,10089,1194
16017,2016,14443,247,14443,303,257002.0,11435,254,9932,1162
16017,2017,14543,280,14543,284,271234.0,7517,212,9933,1141
16018,2014,915,81,915,317,358863.0,5247,177,7064,629
16018,2015,9729,54,9729,333,375654.0,5148,202,7016,688
16018,2016,9758,85,9758,345,369667.0,7840,173,6898,692
16018,2017,10245,108,10245,387,413344.0,5360,195,7259,737
16019,2014,465,131,465,139,219027.0,3926,237,5879,622
16019,2015,8353,331,8353,127,215552.0,4000,211,5856,581
16019,2016,8343,306,8343,91,208871.0,6869,187,5881,563
16019,2017,8320,206,8320,135,229198.0,3920,143,5916,490
16020,2014,340,34,340,187,92125.0,2024,126,2968,204
16020,2015,4381,23,4381,379,93836.0,2033,112,2991,240
16020,2016,4317,24,4317,551,93943.0,3474,121,3015,316
16020,2017,4244,1,4244,661,95063.0,1993,108,2945,309
16021,2014,2262,451,2262,812,816995.0,26233,1751,36041,3944
16021,2015,50821,1528,50821,1547,781176.0,25802,1576,35874,3681
16021,2016,50356,1476,50356,1417,769763.0,40778,1284,35699,3476
16021,2017,49746,1418,49746,1366,810292.0,24590,1173,35458,3297
16022,2014,589,58,589,124,194379.0,3849,132,5339,511
16022,2015,7296,40,7296,462,183631.0,3837,155,5239,451
16022,2016,7321,31,7321,453,187852.0,5788,138,5212,466
16022,2017,7257,36,7257,447,184378.0,3630,141,5250,434
16023,2014,1012,70,1012,115,322297.0,3097,259,4632,572
16023,2015,6924,38,6924,59,356613.0,3030,143,4626,567
16023,2016,6804,42,6804,82,356047.0,5182,115,4543,568
16023,2017,7027,56,7027,42,337398.0,3064,103,4738,561
16024,2014,5030,488,5030,1360,1331021.0,53513,3028,67731,6593
16024,2015,101084,1186,101084,6573,1324728.0,52557,2519,67937,6959
16024,2016,101188,1340,101188,6982,1382141.0,80027,2455,68200,6528
16024,2017,101429,1290,101429,7076,1425899.0,53276,2365,68513,6846
16025,2014,513,67,513,82,131509.0,4094,105,5166,554
16025,2015,7303,31,7303,120,132615.0,3870,98,5122,492
16025,2016,7380,21,7380,119,134029.0,5811,112,5130,463
16025,2017,7378,60,7378,127,146108.0,4068,104,5117,443
16026,2014,559,106,559,117,195144.0,6478,377,8350,712
16026,2015,12147,124,12147,298,204090.0,6514,320,8201,584
16026,2016,12187,124,12187,319,193543.0,9711,226,8292,637
16026,2017,12231,149,12231,349,209472.0,6337,240,8281,686
16027,2014,8509,3715,8509,3026,1564239.0,95990,5472,123038,9019
16027,2015,183520,13149,183520,10707,1540853.0,95454,4880,123402,8965
16027,2016,184604,13266,184604,11147,1580197.0,144981,4488,124292,8655
16027,2017,186231,13564,186231,11565,1732727.0,95257,3878,125436,9341
16029,2014,1118,102,1118,134,307418.0,11162,339,12072,756
16029,2015,19687,198,19687,436,294005.0,11821,358,12626,761
16029,2016,20175,178,20175,409,392436.0,16832,310,13074,716
16029,2017,19947,214,19947,413,397776.0,11768,240,12986,680
16030,2014,1057,301,1057,500,309438.0,6984,390,9029,2250
16030,2015,14762,209,14762,4529,370278.0,7294,362,9494,2377
16030,2016,14176,286,14176,4521,347392.0,10845,440,8957,2241
16030,2017,14704,252,14704,4575,386021.0,7376,486,9416,2288
16031,2014,35008,8760,35008,12728,6688389.0,352780,19883,416886,30328
16031,2015,642330,29465,642330,39944,6610190.0,357053,19127,423838,31010
16031,2016,653468,30563,653468,40897,6973430.0,504348,17492,431791,31253
16031,2017,665478,31419,665478,42433,7135849.0,370810,16149,440343,32578
16032,2014,7733,912,7733,1283,1834856.0,74814,3400,93144,7648
16032,2015,137488,2011,137488,2957,1864180.0,74516,3161,93560,7454
16032,2016,137631,2750,137631,3037,1914949.0,110234,2866,93681,7321
16032,2017,137837,2980,137837,3168,1974767.0,74600,2723,93737,7255
16033,2014,200,43,200,37,50820.0,1648,98,2325,239
16033,2015,3435,83,3435,46,50000.0,1642,94,2349,260
16033,2016,3327,78,3327,63,50491.0,2689,50,2205,188
16033,2017,3272,75,3272,41,51400.0,1604,48,2239,235
16034,2014,404,33,404,28,141553.0,1598,93,2111,141
16034,2015,2802,28,2802,6,168188.0,1538,71,2089,148
16034,2016,2854,14,2854,6,174068.0,2369,72,2128,174
16034,2017,2864,24,2864,10,177475.0,1576,43,2083,182
16035,2014,766,103,766,161,321726.0,3999,132,5031,388
16035,2015,7232,108,7232,169,316095.0,3822,106,5006,348
16035,2016,6885,157,6885,108,271092.0,5594,66,4796,272
16035,2017,6781,185,6781,149,284365.0,3706,34,4758,221
16036,2014,863,150,863,121,428809.0,6291,266,8022,854
16036,2015,11552,160,11552,932,405217.0,6085,258,7823,774
16036,2016,11633,168,11633,996,411306.0,9334,301,7835,760
16036,2017,11368,191,11368,1015,421787.0,5969,242,7498,746
16037,2014,1879,163,1879,214,413274.0,10251,482,14070,863
16037,2015,19285,248,19285,570,368478.0,9293,561,13468,850
16037,2016,19699,1013,19699,558,383210.0,16326,583,13833,774
16037,2017,19890,1054,19890,554,386493.0,9921,611,14039,800
16039,2014,2828,453,2828,748,1086427.0,23065,2084,31053,3079
16039,2015,45596,1590,45596,2225,1118823.0,22599,1782,30961,3063
16039,2016,45264,1660,45264,2173,1050167.0,36513,1481,30526,2875
16039,2017,45403,1690,45403,2293,1038826.0,21759,1210,30455,2673
16040,2014,898,271,898,270,260831.0,9829,860,13286,1012
16040,2015,18511,585,18511,749,253905.0,10011,845,13137,949
16040,2016,18249,348,18249,847,256596.0,15009,712,12986,904
16040,2017,18160,364,18160,787,261549.0,9277,646,12982,798
16041,2014,517,41,517,64,194446.0,2623,85,3367,226
16041,2015,4334,0,4334,65,145115.0,2310,71,3070,206
16041,2016,4270,1,4270,49,138727.0,3431,69,3019,210
16041,2017,4006,1,4006,46,145349.0,2153,57,2848,165
16042,2014,2330,140,2330,363,707238.0,14737,752,17968,1390
16042,2015,25293,214,25293,666,632043.0,13791,664,16696,1216
16042,2016,24994,327,24994,660,594305.0,20481,580,16430,1135
16042,2017,24238,369,24238,607,610607.0,13221,589,16000,1171
16044,2014,250,35,250,36,45875.0,1258,59,1801,192
16044,2015,2825,53,2825,76,44708.0,1380,81,1898,196
16044,2016,2791,23,2791,94,44545.0,2101,41,1890,200
16044,2017,2683,35,2683,99,50729.0,1337,37,1851,165
16045,2014,594,66,594,114,231983.0,2467,141,3537,288
16045,2015,5007,17,5007,94,229653.0,2486,125,3569,268
16045,2016,5212,8,5212,66,238827.0,4285,113,3720,333
16045,2017,5051,7,5051,86,242146.0,2655,87,3640,303
16046,2014,826,66,826,128,386900.0,3083,115,4237,372
16046,2015,6128,21,6128,181,410246.0,3082,99,4270,376
16046,2016,6022,41,6022,176,406833.0,4815,102,4210,377
16046,2017,6022,50,6022,182,427496.0,3002,89,4209,350
16047,2014,315,66,315,83,96091.0,3146,117,4179,741
16047,2015,5975,99,5975,987,90919.0,3040,117,4154,622
16047,2016,5887,104,5887,1039,85271.0,4583,156,4065,558
16047,2017,5776,106,5776,1027,94067.0,2879,151,4021,530
16048,2014,1180,99,1180,128,476916.0,6461,218,8940,790
16048,2015,12427,21,12427,315,512116.0,6471,193,8849,780
16048,2016,12320,47,12320,326,537724.0,9864,223,8707,795
16048,2017,12209,54,12209,322,563604.0,6465,237,8650,766
16050,2014,228,14,228,160,99475.0,1768,110,2271,388
16050,2015,3188,10,3188,530,52584.0,1682,92,2265,399
16050,2016,3239,3,3239,669,113514.0,2497,94,2225,355
16050,2017,3124,3,3124,808,52865.0,1456,75,2139,421
16051,2014,397,48,397,109,183961.0,3384,157,4818,372
16051,2015,6820,44,6820,258,123775.0,3376,141,4725,355
16051,2016,6688,42,6688,260,185631.0,5292,94,4679,288
16051,2017,6711,20,6711,335,199020.0,3339,90,4698,403
16052,2014,618,58,618,50,180625.0,2938,75,4207,422
16052,2015,6227,51,6227,88,232540.0,3123,100,4391,394
16052,2016,6199,1,6199,102,231618.0,4950,76,4426,332
16052,2017,5748,1,5748,57,203262.0,2935,83,4111,285
16053,2014,681,68,681,68,163092.0,5713,185,7260,616
16053,2015,10367,45,10367,206,121273.0,5411,115,7077,535
16053,2016,10573,50,10573,194,120460.0,8221,130,7197,534
16053,2017,10670,52,10670,206,121607.0,5418,120,7219,493
16054,2014,11483,2625,11483,3785,2204105.0,105394,3929,113545,8209
16054,2015,190501,7873,190501,11990,2386685.0,108932,3780,116829,8496
16054,2016,192936,8914,192936,12370,2444124.0,156309,3623,117998,8270
16054,2017,195796,9482,195796,12600,2486389.0,111877,3736,119824,8012
16055,2014,548,93,548,273,214323.0,4385,279,5991,483
16055,2015,8612,80,8612,482,215848.0,4321,216,6061,432
16055,2016,8488,129,8488,512,222107.0,6886,157,5950,427
16055,2017,8631,179,8631,459,179821.0,4289,89,5976,468
16056,2014,716,49,716,189,269475.0,4404,299,6052,575
16056,2015,8510,4,8510,225,237460.0,4374,236,5952,493
16056,2016,8372,12,8372,215,245100.0,6709,261,5867,421
16056,2017,8541,9,8541,219,262457.0,4534,285,6016,443
16057,2014,1625,249,1625,266,420122.0,10500,801,14968,1790
16057,2015,21882,501,21882,420,470054.0,10300,836,15097,1659
16057,2016,22545,578,22545,338,526071.0,17780,790,15556,1719
16057,2017,21832,526,21832,449,523142.0,10646,803,14956,1638
16058,2014,1391,96,1391,85,412010.0,3517,237,5004,525
16058,2015,6132,37,6132,31,344395.0,2948,208,4355,480
16058,2016,6104,71,6104,56,402288.0,4770,113,4318,423
16058,2017,5896,71,5896,52,387352.0,2710,156,4093,391
16059,2014,861,59,861,112,192763.0,6375,284,8692,721
16059,2015,14457,59,14457,328,267477.0,7229,344,9893,946
16059,2016,13704,86,13704,269,214162.0,10878,318,9475,700
16059,2017,13690,80,13690,218,242676.0,6817,248,9622,690
16060,2014,1533,155,1533,202,563127.0,5786,302,8288,819
16060,2015,12212,150,12212,204,560746.0,5971,292,8764,780
16060,2016,12368,178,12368,181,578009.0,10050,214,8880,744
16060,2017,11976,247,11976,167,592333.0,5703,218,8697,683
16061,2014,861,87,861,160,221776.0,9493,332,11422,977
16061,2015,16428,103,16428,766,220702.0,9111,318,11344,1015
16061,2016,16220,87,16220,765,247940.0,12763,287,11145,934
16061,2017,16227,85,16227,844,232233.0,8756,227,10889,788
16062,2014,623,99,623,81,169744.0,3193,251,4010,534
16062,2015,6750,139,6750,209,149866.0,3279,266,3973,512
16062,2016,6739,163,6739,205,152463.0,5475,207,3913,521
16062,2017,6647,135,6647,211,154521.0,3282,168,3834,550
16063,2014,2024,79,2024,109,441576.0,9279,348,11421,987
16063,2015,17097,40,17097,121,502396.0,9319,308,11661,1033
16063,2016,16903,31,16903,112,503793.0,13294,289,11491,953
16063,2017,17327,42,17327,126,515181.0,9298,243,11713,914
16064,2014,346,16,346,118,102301.0,2018,86,2641,202
16064,2015,3892,5,3892,192,97441.0,2123,129,2722,197
16064,2016,3833,2,3833,205,101250.0,3066,118,2671,179
16064,2017,3960,2,3960,290,102611.0,2090,117,2661,191
16065,2014,1029,78,1029,117,286386.0,6225,294,8656,809
16065,2015,13619,12,13619,228,351297.0,6798,372,9467,800
16065,2016,13569,37,13569,225,380533.0,10868,397,9526,757
16065,2017,12084,58,12084,136,312030.0,6232,354,8507,636
16067,2014,3397,393,3397,880,1068463.0,27012,1790,35963,5171
16067,2015,53577,797,53577,9318,1072238.0,26858,1647,35855,5401
16067,2016,53491,595,53491,9493,1037769.0,41666,1542,35553,5030
16067,2017,53388,533,53388,9935,1090721.0,26578,1283,35277,4859
16068,2014,7060,810,7060,1548,2431182.0,46515,2189,60870,4517
16068,2015,87866,831,87866,3514,2491113.0,46924,2023,61942,4465
16068,2016,86343,1004,86343,3453,2495801.0,70052,1992,60803,4462
16068,2017,87106,1120,87106,3608,2634796.0,46115,1963,61739,4269
16069,2014,1330,75,1330,160,416662.0,7466,281,9647,843
16069,2015,14011,8,14011,207,421183.0,7518,235,9684,897
16069,2016,13898,7,13898,226,435694.0,11132,186,9687,908
16069,2017,13576,28,13576,232,462294.0,7220,103,9507,778
16072,2014,753,106,753,137,153442.0,6319,473,8913,745
16072,2015,13239,409,13239,773,137946.0,6195,345,9003,735
16072,2016,13047,419,13047,785,142162.0,10650,332,8877,763
16072,2017,13111,415,13111,733,159214.0,6450,294,8971,786
16073,2014,1274,176,1274,441,302719.0,17922,1114,23007,3285
16073,2015,34813,640,34813,5074,299744.0,17966,929,22907,2911
16073,2016,34596,740,34596,5198,304184.0,26841,873,23034,2905
16073,2017,34703,864,34703,5481,316298.0,17902,636,22903,2833
16075,2014,1391,86,1391,234,356804.0,6731,342,8685,1020
16075,2015,11402,70,11402,299,294211.0,6029,211,7666,921
16075,2016,11254,94,11254,277,316061.0,8820,174,7632,822
16075,2017,10983,66,10983,259,312013.0,5907,147,7493,745
16076,2014,434,96,434,112,47625.0,9403,541,14568,1426
16076,2015,21244,533,21244,360,101541.0,9667,559,14822,1209
16076,2016,21171,508,21171,471,102121.0,17107,520,14693,1189
16076,2017,21325,534,21325,537,105379.0,9898,535,14972,1184
16077,2014,973,72,973,128,242366.0,5321,224,7100,938
16077,2015,10834,20,10834,405,247398.0,5250,234,7050,956
16077,2016,10567,22,10567,404,241817.0,8195,209,6998,996
16077,2017,10174,13,10174,295,242304.0,4880,170,6800,823
16078,2014,1297,123,1297,158,449577.0,4658,251,6871,598
16078,2015,9440,49,9440,125,401574.0,4654,257,6834,602
16078,2016,9508,50,9508,134,428354.0,7744,198,6808,609
16078,2017,9473,10,9473,70,451873.0,4799,159,6843,586
16079,2014,1051,47,1051,421,306785.0,6607,168,6907,457
16079,2015,11910,71,11910,829,304599.0,6726,115,6925,405
16079,2016,12020,78,12020,776,329224.0,9253,106,7084,381
16079,2017,11881,68,11881,885,350816.0,6880,162,7054,389
16080,2014,1311,106,1311,138,419336.0,5881,275,7952,773
16080,2015,11522,15,11522,136,327590.0,5930,182,7838,738
16080,2016,11546,9,11546,140,355683.0,9063,205,7834,710
16080,2017,11410,14,11410,142,384426.0,5735,196,7770,761
16081,2014,379,23,379,12,84535.0,3997,221,5431,715
16081,2015,8206,13,8206,1056,86267.0,4202,205,5374,656
16081,2016,8280,27,8280,1119,90045.0,6506,199,5481,553
16081,2017,8220,10,8220,1181,97550.0,4365,188,5597,564
16082,2014,1162,173,1162,183,361028.0,9782,862,12653,1237
16082,2015,17819,310,17819,322,348098.0,9319,803,11933,1056
16082,2016,18526,334,18526,368,437770.0,14564,667,12541,1170
16082,2017,18538,343,18538,355,433955.0,9510,574,12451,1043
16083,2014,1432,169,1432,155,351262.0,17931,1655,24272,3878
16083,2015,37591,728,37591,3570,415035.0,18758,1558,25649,3450
16083,2016,36982,831,36982,3672,427972.0,29578,1322,25469,3457
16083,2017,37233,1061,37233,3773,428178.0,18518,1227,25526,3145
16084,2014,1317,96,1317,128,368148.0,9496,328,10473,612
16084,2015,16562,120,16562,206,364039.0,9250,319,10248,718
16084,2016,15841,122,15841,298,302060.0,12308,232,9729,675
16084,2017,15955,110,15955,368,302587.0,9093,239,9742,626
16085,2014,789,195,789,387,171827.0,6349,333,7909,1513
16085,2015,9814,122,9814,2997,110506.0,4945,173,6268,1178
16085,2016,9459,171,9459,2958,104406.0,7024,119,5957,1120
16085,2017,9129,256,9129,2937,107878.0,4728,214,5713,1123
16086,2014,477,74,477,86,174515.0,2308,79,3223,264
16086,2015,4402,97,4402,55,180548.0,2273,87,3155,239
16086,2016,4338,101,4338,70,198127.0,3557,80,3120,189
16086,2017,4379,123,4379,51,194593.0,2217,68,3156,222
16088,2014,819,46,819,116,230496.0,2236,76,2953,246
16088,2015,4381,26,4381,154,235824.0,2224,78,2895,199
16088,2016,4230,15,4230,187,244890.0,3273,84,2904,217
16088,2017,4190,20,4190,155,239187.0,2201,81,2923,212
16089,2014,1069,92,1069,150,456395.0,6464,573,9035,996
16089,2015,12531,21,12531,368,471794.0,6289,537,8855,948
16089,2016,12391,23,12391,375,485835.0,10044,494,8803,876
16089,2017,12269,32,12269,397,527701.0,6251,396,8612,713
16091,2014,376,43,376,281,56768.0,2715,0,3074,429
16091,2015,5189,32,5189,334,60469.0,2733,59,3002,373
16091,2016,5223,23,5223,441,60950.0,3624,72,3036,321
16091,2017,5182,8,5182,379,63848.0,2824,112,3028,314
16092,2014,213,47,213,58,106143.0,1565,62,2229,211
16092,2015,3570,8,3570,88,146719.0,1955,78,2588,195
16092,2016,3540,6,3540,74,136417.0,2884,80,2525,196
16092,2017,3547,6,3547,84,165481.0,1864,73,2511,176
16093,2014,702,70,702,222,233785.0,5005,136,6358,521
16093,2015,8889,29,8889,463,236185.0,4991,127,6204,528
16093,2016,9040,31,9040,445,220034.0,7358,116,6184,481
16093,2017,9135,37,9135,514,242683.0,5251,96,6194,514
16094,2014,830,78,830,157,366051.0,4970,252,7056,718
16094,2015,9400,0,9400,330,402624.0,4598,219,6828,790
16094,2016,9348,73,9348,386,334654.0,7643,174,6774,801
16094,2017,9146,109,9146,373,447396.0,4692,173,6717,702
16095,2014,554,25,554,229,215652.0,3049,110,3897,522
16095,2015,5359,23,5359,396,220848.0,2878,100,3763,563
16095,2016,5365,20,5365,413,212694.0,4255,80,3747,481
16095,2017,5380,70,5380,447,224666.0,2781,44,3727,477
16097,2014,234,25,234,233,66750.0,4505,21,4489,597
16097,2015,8501,38,8501,1025,69024.0,4681,28,4736,552
16097,2016,8391,45,8391,1011,71475.0,6434,18,4634,569
16097,2017,8532,47,8532,878,75647.0,4511,16,4681,491
16098,2014,11039,1649,11039,4630,2479864.0,82205,4725,98994,14619
16098,2015,156326,3796,156326,24077,2425873.0,82045,4439,99591,14573
16098,2016,156560,4146,156560,24481,2527545.0,119824,4342,99757,14483
