hsanum,year,race_total_pop,race_black_pop,hispanic_total_pop,hispanic_pop,median_hh_income,employment_pop,employment_unemployed_pop,education_pop,education_nohs_pop
44023,2014,670,104,670,231,62351.0,5360,739,9728,2363
44023,2015,13168,122,13168,678,62797.0,5353,914,9749,2203
44023,2016,13016,96,13016,562,59793.0,10833,755,9633,2004
44023,2017,12777,56,12777,608,72930.0,5354,741,9391,1803
44024,2014,1498,278,1498,198,151666.0,6836,650,11740,2340
44024,2015,16238,442,16238,331,156357.0,6741,647,11648,2467
44024,2016,16266,426,16266,428,156831.0,13170,612,11612,2397
44024,2017,15947,431,15947,469,173990.0,6774,548,11501,2277
44025,2014,2531,353,2531,206,283520.0,14579,1270,21679,3910
44025,2015,32136,1713,32136,884,275087.0,14690,1086,22366,3948
44025,2016,32190,1672,32190,965,344500.0,25614,1039,22552,3787
44025,2017,32101,2256,32101,982,337854.0,14435,828,22389,3794
44026,2014,6737,1911,6737,2864,580512.0,76014,3868,95170,5564
44026,2015,150401,6976,150401,8212,677370.0,78775,3572,98572,5275
44026,2016,155277,7524,155277,8203,736711.0,117558,3295,102243,5025
44026,2017,131549,6190,131549,7195,600012.0,68562,2682,86086,4507
44027,2014,1028,78,1028,83,139592.0,3472,404,6428,1833
44027,2015,9155,60,9155,112,154616.0,3372,369,6509,1717
44027,2016,9054,32,9054,61,157490.0,7619,313,6648,1628
44027,2017,9229,48,9229,80,149609.0,3304,232,6840,1524
44028,2014,2919,824,2919,741,189546.0,31707,2486,42877,7043
44028,2015,64789,5942,64789,3463,201795.0,32212,2061,43460,6476
44028,2016,66034,5983,66034,3904,203926.0,51786,1755,44368,6567
44028,2017,67598,5686,67598,4196,217030.0,33656,1562,45845,6588
44030,2014,5157,868,5157,1034,292783.0,32227,3367,50877,9924
44030,2015,62360,1395,62360,1569,247731.0,27843,2520,44514,8343
44030,2016,62527,1544,62527,1520,255259.0,52013,2231,44824,8108
44030,2017,62440,1635,62440,1416,264396.0,27275,1924,44794,7747
44031,2014,1293,138,1293,181,81956.0,8660,1073,14186,2834
44031,2015,38583,1572,38583,436,150997.0,14351,1449,27194,5499
44031,2016,38459,1663,38459,393,159048.0,31508,1479,27204,5487
44031,2017,38023,1716,38023,492,166713.0,14557,1266,27190,4796
44032,2014,661,213,661,47,29897.0,3052,357,4533,1122
44032,2015,6941,775,6941,55,35481.0,3146,389,4576,996
44032,2016,7016,695,7016,42,39434.0,5633,340,4678,1015
44032,2017,8247,946,8247,109,37026.0,3628,386,5479,1099
44033,2014,873,658,873,417,62682.0,33278,1873,41576,2848
44033,2015,62512,4767,62512,2053,63163.0,34000,1875,42886,2650
44033,2016,63452,4688,63452,1934,65324.0,49892,1687,43534,2630
44033,2017,63768,5208,63768,1935,68407.0,35720,1559,44040,2461
44036,2014,2209,534,2209,363,270924.0,7651,939,12748,2889
44036,2015,18018,1744,18018,484,271943.0,7443,874,12688,2803
44036,2016,17885,1890,17885,416,277076.0,14475,551,12422,2671
44036,2017,17081,1746,17081,443,286914.0,6806,412,11890,2320
44037,2014,13158,6100,13158,2420,1348858.0,88973,10103,127028,20853
44037,2015,190682,53328,190682,6454,1377604.0,88601,8649,126454,20024
44037,2016,190463,53313,190463,6727,1339188.0,151285,7459,126511,18799
44037,2017,189759,53018,189759,6837,1376397.0,86604,6507,126250,18225
44038,2014,1216,49,1216,94,107217.0,5404,619,10224,3052
44038,2015,14682,29,14682,208,100054.0,5416,637,10323,2824
44038,2016,14759,23,14759,213,99152.0,11819,524,10356,2561
44038,2017,14623,32,14623,223,95534.0,5781,410,10403,2517
44039,2014,1321,342,1321,349,85471.0,10276,1136,13876,2313
